qid,label_a,label_b,reason_a,reason_b,question,golds,adjudicated,class
2611,ambiguous,ambiguous,Darth Vader is associated with multiple ships called Star Destroyers—the Devastator seen chasing the Tantive IV and his flagship[passage text redacted]Executor—so the question doesn't specify which one is meant.,Vader is associated with two distinct named[passage text redacted]passages — the Devastator in the original film and[passage text redacted]Executor as his personal flagship later — so the question without a film/era qualifier does not pin down a single answer.,what was the name of darth vader star destroyer,"[""Devastator"", ""the Devastator""]",ineligible,ambiguous
2617,unanswerable,stale_gold,"The passages give details about individual seasons and unrelated shows but never state the total episode count for Modern Family, so the gold answers cannot be verified from this text.","Modern Family is an ongoing-at-the-time series whose episode count grows each season, so the question lacks a fixed time reference and the two conflicting gold counts (201 vs 232) are snapshot values that later seasons superseded — indeed the show ultimately ran 250 episodes.",how many episodes are there in modern family,"[""201"", ""232""]",ineligible,ineligible_class_disputed
2620,eligible,eligible,The passages clearly confirm Blake Lively played the title character Adaline in[passage text redacted]matching the recorded gold answers.,"The question asks who played Adaline in the 2015 film, and the passages confirm Blake Lively played the character Adaline Bowman, matching the recorded golds.",who played adaline in the age of adaline,"[""Adaline Bowman"", ""Blake Lively""]",eligible,eligible
2621,unanswerable,unanswerable,"The passages discuss URL query strings, case-sensitivity, and schemes but never lay out the overall generic structure of protocol/hostname/filename that matches the gold answer.","The gold answer (protocol, hostname, file name) is a reasonable description of URL structure, but the supplied passages only mention scheme/protocol, host, path, and query fragments piecemeal and never lay out the general three-part structure the gold requires.",what is the general structure of an url,"[""a protocol"", ""a hostname"", ""a file name""]",ineligible,unanswerable
2632,eligible,eligible,The passages clearly state that Matt Monro[passage text redacted][passage text redacted]matching the recorded gold answer.,"The question asks who[passage text redacted]Bond[passage text redacted], and the passages directly confirm Matt Monro as the singer.",who sang from russia with love james bond,"[""Matt Monro""]",eligible,eligible
2633,ambiguous,eligible,"Both Tyrann Mathieu (NFL) and Nicholas Cummins (rugby) are called 'the Honey Badger,' and since the question specifies 'football player' which could include rugby, the question doesn't fully disambiguate which athlete is meant, though the gold only covers one.","The question asks about a football player nicknamed the Honey Badger, and the passages clearly establish Tyrann Mathieu earned that nickname; the rugby player Nick Cummins also carries the nickname but plays rugby union, not football, so the gold is determinate.",what football player is called the honey badger,"[""Tyrann Devine Mathieu""]",eligible,eligible
2636,ambiguous,ambiguous,"The question could mean most NCAA tournament championships (UCLA leads with 11) or most conference regular-season titles (Kansas leads in the Big 12), so the intended sense is underdetermined and the gold only fits one interpretation.","The question doesn't specify whether it means regular-season conference titles, conference tournament titles, or which conference/era, so multiple schools (Kansas, Kentucky, UCLA, etc.) could qualify depending on interpretation, and the passages only address[passage text redacted]s plus a streak reco",who has the most conference championships in college basketball,"[""Kansas""]",ineligible,ambiguous
2649,eligible,unanswerable,The passages include a sentence stating that principal filming for a Christmas-themed film[passage text redacted]matching the gold answer for 'Coming Home for Christmas'.,"None of the passages identify the filming location of a film titled ""Coming Home for Christmas""; the only British Columbia mention concerns a different Christmas production, so the gold cannot be verified from this evidence.",where was the film coming home for christmas filmed,"[""British Columbia""]",eligible,eligible
2654,eligible,eligible,"ESPN has been the network airing[passage text redacted]since 2006, matching the gold answer, with some select games simulcast on ABC but ESPN remains the primary/[passage text redacted].","The question asks which network carries[passage text redacted]passages confirm ESPN has held those rights since 2006 (with only occasional ABC simulcasts that still use ESPN branding), so the gold answer is correct and supported.",what network is showing the monday night football game,"[""ESPN""]",eligible,eligible
2665,unanswerable,unanswerable,"The passages discuss various World Cup finals but never mention the inaugural 1930 World Cup hosted and won by Uruguay, so the gold cannot be verified from these references.","Uruguay is correct as host and winner of the first (1930)[passage text redacted]question is specific, but the supplied passages cover later tournaments and never state the 1930 host/winner.",who hosted and won the inagural world cup,"[""Uruguay""]",ineligible,unanswerable
2687,eligible,eligible,"The G-Wagon (G-Class) is a well-known Mercedes-Benz model, and the passages confirm the G-Class is a Mercedes-Benz vehicle, supporting the gold answer.","The G-Wagon (G-Class) is indeed a Mercedes-Benz vehicle, and the passages reference the Mercedes-Benz G-Class Wagon, supporting the gold answer despite the distractor GM G-series van content.",what type of car is a g wagon,"[""Mercedes-Benz""]",eligible,eligible
2694,eligible,eligible,"The passage clearly states that parietal cells in the stomach secrete both H+ and Cl- ions into the gastric lumen, matching the gold answer.","The passage on gastric acid explicitly states that chloride and hydrogen ions are secreted[passage text redacted], matching the gold answer, and the question's phrasing points clearly at the stomach's acid-secreting site.",the site of secretion of h+ and cl-,"[""Parietal cells""]",eligible,eligible
2695,eligible,eligible,"The passages confirm that Sailor Uranus[passage text redacted]Sailor Pluto each possess a talisman, matching the recorded gold answers of Haruka, Michiru, and Sailor Pluto.","The question asks who holds the talismans in Sailor Moon S, and the passages identify the Space Sword, Deep Aqua Mirror, and Garnet Orb as the talismans of Uranus (Haruka), Neptune (Michiru), and Pluto, matching the recorded golds.",who has the talismans in sailor moon s,"[""Haruka and Michiru"", ""Haruka"", ""Michiru"", ""Sailor Pluto""]",eligible,eligible
2713,eligible,eligible,"The passage directly supports benzodiazepines as sedatives used in surgery to induce amnesia, matching the gold answer.","The passages explicitly identify benzodiazepines (e.g., midazolam) as sedatives given before surgery to prevent memory formation, which directly supports the recorded gold answer.",a drug that might be used in surgery for its amnesic properties is,"[""benzodiazepines"", ""Benzodiazepines""]",eligible,eligible
2720,eligible,ambiguous,"The passages confirm that the asterisk (*) is used on computers to represent[passage text redacted], matching the recorded gold answers.","The question doesn't specify whether it asks about the typed/keyboard character used in programming (asterisk), the Unicode/typographic multiplication symbol (×), or its shape description, and the golds mix these distinct senses so no single answer is determined.",what is the multiplication sign on the computer,"[""a rotationally symmetric saltire"", ""the symbol \u00d7"", ""*""]",eligible,eligible
2726,eligible,eligible,"The passages confirm Karl Marx described religion as the[passage text redacted], matching the gold answer to this well-known question.","The question has a single well-known answer, Karl Marx, and the passages explicitly attribute[passage text redacted] characterization of religion to him.",who said that religion is the opiate of the masses,"[""Karl Marx."", ""Karl Marx""]",eligible,eligible
2728,eligible,eligible,"The passages confirm Lana Del Rey covered 'Once Upon a Dream'[passage text redacted]the 2014 Maleficent film, matching the gold answer.","The passages clearly state that Lana Del Rey performed the cover of the song used as the title/end song for the 2014 Maleficent film, matching the gold answer.",who sang once upon a dream at the end of maleficent,"[""Lana Del Rey""]",eligible,eligible
2730,eligible,eligible,"The passages confirm the novel is set on Long Island (West Egg and East Egg) in 1922, matching the recorded gold answer.",The question asks for the novel's setting and the passages directly support the gold answer of Long Island in 1922.,where does the story the great gatsby take place,"[""Long Island of 1922""]",eligible,eligible
2745,unanswerable,unanswerable,"The passages describe various dogs from Clifford, Paw Patrol, Jonny Quest, etc., but none mention a dog named Charkie from Curious George, so the gold cannot be verified from these sources.","The question is clear and the gold (a black cocker spaniel) is correct, but the provided passages discuss dogs from other franchises and never mention Charkie or Curious George.",what kind of dog is charkie from curious george,"[""black cocker spaniel"", ""cocker spaniel""]",ineligible,unanswerable
2778,eligible,eligible,The passages consistently describe erosion (incision/down-cutting)[passage text redacted]as the process that forme[passage text redacted]matching the gold answer.,"The question clearly asks how[passage text redacted]me[passage text redacted]and the passages repeatedly describe erosion/incision by the river cutting through rock, matching the gold answer.",through what process has the colorado river created the grand canyon in the usa,"[""erosion""]",eligible,eligible
2781,eligible,eligible,"The passage confirms that[passage text redacted]traffic and[passage text redacted]sent in clear text, matching the gold answer.","The question, though awkwardly worded about FTP's lack of encryption, matches the passage stating that all FTP transmissions are sent in clear text, which is exactly the recorded gold answer.",what information is displayed in clear text from the ftp header,"[""all transmissions""]",eligible,eligible
2788,ambiguous,ambiguous,"The question asks generally who has[passage text redacted]without specifying a year, and many players (Federer, Djokovic, Nadal) have won it across different editions, so a single gold answer is underdetermined.","The question asks who wo[passage text redacted][passage text redacted]without specifying a year, and many different players have won across editions, so no single answer is determined.",who has won the mens singles title in the australian open tennis tournament,"[""Roger Federer""]",ineligible,ambiguous
2789,eligible,ambiguous,"The passages confirm that[passage text redacted]is recognized a[passage text redacted]in a major dictionary, matching the recorded gold answers.","""[passage text redacted]"" depends on which criterion/dictionary is intended \u2014[passage text redacted]a major dictionary, the longest coined technical/chemical name, or the longest non-technical word \u2014 and the golds themselves mix two incompatible senses (the titin protein name versus the diction",what is the longest english word in the dictionary,"[""Methionylglutaminylarginyltyrosylglutamyl...serine"", ""pneumonoultramicroscopicsilicovolcanoconiosis"", ""Pneumonoultramicroscopicsilicovolcanoconiosis""]",eligible,eligible
2802,eligible,eligible,"The passages confirm[passage text redacted]first Indianapolis 500 in 1911, matching the recorded gold answer.","The question asks about a single well-defined event, the inaugural 1911 Indianapolis 500, and the passages explicitly confirm Ray Harroun as its winner.",who was the winner of the first indianapolis 500,"[""Ray Harroun""]",eligible,eligible
2824,unanswerable,ambiguous,"The passages discuss various Delhi Metro stations near other named localities but never mention Gandhi Nagar or its nearest metro station, so the gold cannot be verified from this text.","""Gandhi Nagar"" in Delhi could refer to several localities (e.g., the East Delhi market area near Shastri Park/Krishna Nagar, or other similarly named areas), and the question gives no disambiguating detail, so no single nearest station is determined; the passages also say nothing about Gandhi Nagar.",nearest metro station to gandhi nagar in delhi,"[""Shastri Park metro station""]",ineligible,ineligible_class_disputed
2825,unanswerable,unanswerable,"None of the reference passages mention a work titled 'Looking for a Sunset Bird in Winter' or provide any information about its date of composition, so the gold answer cannot be verified from these passages.","The question about Robert Frost's poem ""Looking for a Sunset Bird in Winter"" is well-formed and the 1923 date is plausible, but none of the supplied passages mention this poem or its date.",when was looking for a sunset bird in winter written,"[""1923""]",ineligible,unanswerable
2851,ambiguous,ambiguous,"The question doesn't specify which competition's Golden Boot rule is meant, and the passages show different tie-breaking outcomes (tiebreaker awarded to one player vs. shared award) depending on the tournament/edition, so no single answer is determinable.","The question doesn't specify which Golden Boot award (Premier League, World Cup, European Golden Shoe, CONCACAF, etc.), and the passages show the tie-breaking rules differ by competition — some share it, others use assists, minutes played, or goals in the final — so no single answer is determined.",who gets the golden boot if its a tie,"[""shared""]",ineligible,ambiguous
2866,eligible,unanswerable,"Idaho is indeed the U.S. state that borders Montana on the west, consistent with common geography and not contradicted by the passages.","Idaho is indeed the state on Montana's western border, but the given passages only mention[passage text redacted]incidentally regarding[passage text redacted]and never state that Idaho forms Montana's western boundary.",what us state forms the western boundary of montana,"[""Idaho""]",eligible,eligible
2873,wrong_gold,stale_gold,"The passage indicates White Christmas snow occurred in parts of North West England in both 2009 and 2010, so 2009 is not clearly the last occurrence and the gold conflicts with the 2010 evidence.","The passages report that parts of northwest England saw sleet and snow on 25 December in 2010 as well as 2009, so a correct answer from these passages would be 2010, later than the recorded gold.",when was the last time it snowed in england on christmas day,"[""2009""]",ineligible,ineligible_class_disputed
2896,stale_gold,stale_gold,The arena formerly known as Air Canada Centre was[passage text redacted]so the passages reflect a later name than the recorded gold.,"The passages indicate the arena was[passage text redacted]so a correct current answer would not match the gold ""Air Canada Centre.""",where do the maple leafs play hockey in toronto,"[""Air Canada Centre"", ""the Air Canada Centre""]",ineligible,stale_gold
2899,eligible,eligible,"The passages confirm[passage text redacted]vented and demonstrated the phonograph, enabling the first reproduction of the human voice, matching the gold answer.","The question asks who first made reproduction of the human voice on the phonograph possible, and the passages clearly credit[passage text redacted]with inventing and demonstrating the[passage text redacted]1877, matching the gold.",who made possible the first reproduction of the human voice on the phonograph,"[""Thomas Alva Edison"", ""Thomas Edison""]",eligible,eligible
2914,ambiguous,ambiguous,"The question lacks a fixed reference year (""last 10 years"" is relative and undated), and multiple clubs have won La Liga across different overlapping 10-year windows, making the exact answer set indeterminate from the passages.","""The last 10 years"" is relative to an unspecified present, so the window of seasons—and thus the set of champions—shifts depending on when the question is asked.",who won la liga in the last 10 years,"[""Real Madrid"", ""Barcelona"", ""Atl\u00e9tico Madrid""]",ineligible,ambiguous
2921,ambiguous,ambiguous,"The Buccaneers have won multiple Super Bowls with different quarterbacks (Brad Johnson[passage text redacted]Tom Brady in Super Bowl LV), so the question without specifying which championship is underdetermined.","The Buccaneers have won two Super Bowls (XXXVII with Brad Johnson and LV with Tom Brady), and the question specifies no year, so the gold of only Brad Johnson is underdetermined.",who was the buccaneers qb when they won the superbowl,"[""Brad Johnson""]",ineligible,ambiguous
2933,wrong_gold,wrong_gold,"The gold answer list mismatches the actual[passage text redacted]shahada, prayer, almsgiving, fasting, pilgrimage) and instead appears to be a jumbled mix from an unrelated 'Islam and the environment' or similar list, not matching the passages' definition.","The recorded golds (""concern for the needy"", ""life"", ""self-purification"", etc.) do not correspond to the five pillars, which are the[passage text redacted], prayer, almsgiving, fasting in Ramadan, and[passage text redacted]; items like ""life"" and ""self-purification"" are simply incorrect.",what are the 5 pillars of faith of islam,"[""concern for the needy"", ""the pilgrimage"", ""life"", ""self-purification"", ""prayer""]",ineligible,wrong_gold
2943,eligible,eligible,"The passage clearly states[passage text redacted], confirming the gold answer as the setting of the novel.","The passage states the protagonist[passage text redacted]matching the gold setting of the novel, and the question unambiguously refers to this single book.",where does sleeping freshmen never lie take place,"[""J.P. Zenger High""]",eligible,eligible
2948,wrong_gold,wrong_gold,"The passages clearly state[passage text redacted]Muslim League was held in Dhaka in 1906 (with Karachi cited elsewhere as the first session in one account), but Lucknow is only mentioned as the site of the third session in 1936, so Lucknow is incorrect as a first-session answer.","The passages indicate the first[passage text redacted][passage text redacted] (with the founding meeting in Dhaka in 1906), so neither ""Dhaka, Bangladesh"" nor ""Lucknow"" correctly answers the question as asked.",where was held the first session of muslim league,"[""Dhaka, Bangladesh"", ""Lucknow""]",ineligible,wrong_gold
2952,eligible,eligible,"The passages confirm the NIRA/NRA as the New Deal program that established industry codes to limit production and competition, matching the recorded gold answer.","The question clearly asks which New Deal program restricted industrial output/competition, and the passages identify[passage text redacted] with its industry codes setting production, wage, and price floors, matching the gold.",what new deal program limited production in industry,"[""National Industrial Recovery Act"", ""NIRA""]",eligible,eligible
2955,eligible,eligible,"The passages consistently confirm that[passage text redacted] is named Rocinante, matching the recorded gold answer.","The question has a single well-known answer, Rocinante, and multiple passages explicitly identify it as[passage text redacted]",what is don quixote's horse's name,"[""Rocinante""]",eligible,eligible
2961,eligible,eligible,"The passages clearly state that a complex[passage text redacted]n[passage text redacted]at least one dependent clause, matching the gold answer.","The question asks for the sentence type combining an independent and[passage text redacted]and the passages confirm that a complex sentence has at least one dependent[passage text redacted][passage text redacted], matching the gold.",what kind of sentence contains an independent clause and a dependent clause,"[""A complex sentence"", ""complex sentence""]",eligible,eligible
3027,eligible,eligible,"The passages support multiple valid answers (liver as synthesis site, kidney's role, and arginine/glycine as precursor amino acids) all matching the recorded golds, so the question is answerable with the given gold set.","The question asks about the endogenous origin of creatine, and the passages confirm it is[passage text redacted]liver and[passage text redacted], matching the listed gold answers.",where does creatine come from in the body,"[""kidneys"", ""liver"", ""the liver and kidneys"", ""arginine"", ""glycine""]",eligible,eligible
3044,eligible,eligible,"The passages collectively confirm that[passage text redacted]cotton, hay, alfalfa, sorghum, rice, barley, and tobacco are major U.S. crops, matching the list of gold answers.","The question asks broadly for major US crops and the gold list ([passage text redacted]cotton, hay/alfalfa, sorghum, rice, barley, tobacco) is factually sound and largely supported by the passages, which name[passage text redacted]cotton, rice, sorghum, barley, alfalfa and hay as principal crops.",what are the main crops grown in the united states,"[""Corn"", ""Hay, (non-Alfalfa)"", ""Cotton"", ""Alfalfa"", ""Sorghum"", ""Wheat"", ""Rice"", ""Barley"", ""Soybeans"", ""Hay"", ""Tobacco""]",eligible,eligible
3076,eligible,eligible,"The passage confirms the song was[passage text redacted]with[passage text redacted] joining in the pathos version, matching all three gold answers.","The passage identifies Sonu Nigam as the performer of the title song, with[passage text redacted] joining on the pathos version, matching the recorded golds.",who is the singer of kal ho na ho,"[""Sonu Nigam"", ""Richa Sharma"", ""Alka Yagnik""]",eligible,eligible
3081,eligible,eligible,"The passage confirms[passage text redacted]published in 1937, matching the recorded gold answer despite the typo in the question.","Despite the typo, the question clearly asks about[passage text redacted], and the passage confirms the 1937 publication date matching the gold.",when did john steinbeck write of mice and me,"[""1937""]",eligible,eligible
3088,wrong_gold,unanswerable,"The passages indicate season 5's second half (episodes 11-20) premiered November 30, 2016 and concluded February 1, 2017, not in 2018, so the gold answer of 2018 appears incorrect based on this evidence (2018 seems to conflate with season 5B's actual airing which is documented elsewhere as starting ","The gold answer of 2018 for[passage text redacted]Vikings season 5 is plausible, but the provided passages only give the season 5 premiere date and details about other seasons, never stating when the season's second half aired.",when does the second half of vikings season 5 air,"[""2018"", ""in 2018""]",ineligible,ineligible_class_disputed
3092,eligible,eligible,"The passages confirm that[passage text redacted] was written by Gene MacLellan and recorded by Ocean, matching the recorded gold answer.","The question asks for the writer of[passage text redacted] and a passage explicitly credits the song to Gene MacLellan, matching the gold.",who wrote put your hand in the hand of the man who stilled the water,"[""Gene MacLellan""]",eligible,eligible
3093,eligible,eligible,"The passages explicitly state the[passage text redacted]the movie is located in Cherry Hill, matching the gold answer.","The passages directly state that the film features[passage text redacted]located in Cherry Hill, New Jersey, matching the recorded gold answer.",where is the white castle that harold and kumar go to,"[""in Cherry Hill""]",eligible,eligible
3095,eligible,wrong_gold,"The passage confirms that in season 3[passage text redacted], and while production occurred in Atlanta/Los Angeles, the fictional/story setting the question likely intends matches the gold answer Alaska.","The question asks about filming location, but the gold ""Alaska"" is the in-story setting of season 3 (where the family flees), not the actual production location, and the passages only describe the plot setting rather than where shooting occurred.",where is season 3 of the detour filmed,"[""Alaska""]",eligible,eligible
3097,eligible,eligible,"The question is clear and Alaska is confirmed by the passages as the[passage text redacted]land area, so the gold answer is correct and well-supported.","The question clearly asks which US state has the greatest land area, and Alaska is correct and supported by the passages' repeated references to Alaska ranking ahead of[passage text redacted] in area.",largest state in the us by land mass,"[""Alaska""]",eligible,eligible
3110,eligible,eligible,"The passages confirm Robert Duvall played Tom Hagen in the Godfather films, matching the recorded gold answer.","The question clearly asks who portrayed Tom Hagen in the Godfather films, and the passages confirm Robert Duvall played the role, matching the gold.",who played tom hagon in the godfather series,"[""Robert Duvall""]",eligible,eligible
3118,unanswerable,unanswerable,"The passages mention men's figure skating context but do not state the actual individual event podium (gold/silver/bronze) for 2018 Olympics men's singles, so the gold answer cannot be verified from these passages.","The gold correctly lists the 2018 Olympic men's singles podium, but the supplied passages cover pairs, ice dance, team events and later seasons without stating the men's singles medalists for 2018.",who won the medals in men's figure skating 2018,"[""Yuzuru Hanyu"", ""Javier Fern\u00e1ndez"", ""Shoma Uno""]",ineligible,unanswerable
3119,ambiguous,ambiguous,"The 1500s spanned multiple Ottoman sultans (Bayezid II, Selim I,[passage text redacted]), so a single ruler cannot uniquely answer the question.","The 1500s span a century (or at least a decade) during which several sultans ruled — Bayezid II, Selim I,[passage text redacted], Selim II, Murad III — so a single year/ruler is not determined by the question.",who ruled the ottoman empire in the 1500s,"[""Selim I""]",ineligible,ambiguous
3129,eligible,eligible,"The passages confirm Mike Post composed the Law & Order theme song, matching the recorded gold answer.","The passages explicitly attribute the Law & Order theme to Mike Post, matching the recorded gold, and the question is unambiguous.",who wrote the theme song to law and order,"[""Mike Post""]",eligible,eligible
3130,wrong_gold,ambiguous,"The passage clearly states[passage text redacted] was erected on 19 February, evidently in 1998, not 1994 as one of the gold answers claims, though the gold does include 1998 among two conflicting years, indicating an error in the recorded gold.","The question asks when[passage text redacted] was ""built,"" which could refer to the design/commission start (1994) or its erection (1998), and the gold lists both, so the intended sense is underdetermined; the passages only support the 1998 erection date.",when did the angel of the north get built,"[""1998"", ""1994""]",ineligible,ineligible_class_disputed
3135,ambiguous,ambiguous,"The question lacks context specifying which constitution (US, Australian, Kosovo, etc.) is being referenced, and multiple passages discuss different constitutions with different directly elected bodies.","The question doesn't specify which country's constitution or which body, and the passages cover the Australian, US, and other constitutions with different directly elected officials, so 'senators' isn't uniquely determined.",who is directly elected according to the constitution,"[""senators""]",ineligible,ambiguous
3137,unanswerable,unanswerable,"The passages discuss various Goa beaches but never state that Baga Beach specifically is located in North Goa, so the gold cannot be verified from this corpus.","The question is clear and the gold (North Goa) is correct, but the supplied passages discuss other beaches and only mention Baga in the context of a film title, never stating Baga Beach's district.",baga beach is in north or south goa,"[""North Goa"", ""North""]",ineligible,unanswerable
3153,eligible,eligible,"The passages support that Santa Claus is based on Saint Nicholas, Father Christmas, Sinterklaas, and Wodan/Wotan, matching all four gold answers.","The question is well-formed and the passages support the recorded golds, describing Santa Claus as developing from Saint Nicholas, Dutch Sinterklaas,[passage text redacted], and with influence from Wodan/Wotan's Wild Hunt.",who is the character of santa claus based on,"[""Saint Nicholas"", ""Father Christmas"", ""Sinterklaas"", ""Wodan""]",eligible,eligible
3155,ambiguous,ambiguous,"There is also a different, well-known 1986 song 'The Glory of Love' by Peter Cetera, so the question could refer to either song and the gold only covers the Billy Hill one.","The title ""Glory of Love"" names multiple distinct songs — the 1936 Billy Hill standard and Peter Cetera's 1986 hit ([passage text redacted]passages) — so the question doesn't determine which one is intended.",who wrote the song the glory of love,"[""Billy Hill""]",ineligible,ambiguous
3160,eligible,wrong_gold,"The passages confirm that Roman citizens (with weighted voting by class/tribe) were the ones allowed to vote, matching the gold answer of 'citizens'.","The gold list includes ""unknown"" alongside ""citizens"", and while the passages clearly establish that (male) Roman citizens voted directly in the assemblies, ""unknown"" is not a correct answer, making the recorded gold set defective.",who was allowed to vote in the roman republic,"[""unknown"", ""citizens""]",eligible,eligible
3161,eligible,eligible,The passages directly define sedimentary rock as forming from accumulated material[passage text redacted]matching the gold answer.,"The question describes rock formed from accumulated/deposited material at[passage text redacted], and the passages explicitly define sedimentary rocks that way, matching the gold answer.",form from material that has accumulated on the earths surface,"[""Sedimentary rock""]",eligible,eligible
3183,ambiguous,ambiguous,"The question could refer to the indigenous Payaya people who already inhabited the area before Spanish contact, or to the Spanish/Canary Islander settlers who founded the formal civil settlement, and the passages support both interpretations without clarifying which is intended.","The question doesn't specify whether ""first settlers"" means the original indigenous inhabitants (Payaya), the Spanish missionaries/soldiers of 1718, or the Canary Islander civil colonists of 1731, and the gold answers themselves conflict between[passage text redacted]and Spanish, so no single answer is",who were the first settlers in san antonio,"[""Spanish"", ""Spanish explorers"", ""varying cultures of indigenous peoples""]",ineligible,ambiguous
3184,eligible,eligible,"The passages confirm Eric Matthews, played by Will Friedle, is Cory's older brother, matching the gold answer.","The passages clearly identify Eric Matthews as Cory's older brother, played by Will Friedle, matching the gold answer.",who played cory's older brother on boy meets world,"[""Will Friedle""]",eligible,eligible
3191,eligible,unanswerable,"The name ""de la Rosa"" is a Spanish surname literally meaning ""of the rose,"" and the passages support this Spanish-language origin, making the gold answer reasonable and retrievable.","The question asks about the origin of the surname De la Rosa and the gold answer 'Spanish' is plausible, but the passages only cover related surnames like De la Mora and Del Rosario and place names, never stating the linguistic origin of De la Rosa itself.",where does the name de la rosa come from,"[""Spanish""]",eligible,eligible
3204,eligible,eligible,"The passages consistently support that Watson and Crick built the first accurate DNA model in 1953, matching the recorded gold answers.","The question asks who proposed the first accurate DNA model, and the passages clearly credit Watson and Crick with the 1953 double-helix model, matching the recorded gold.",who proposed the first accurate model of dna,"[""Watson"", ""Crick""]",eligible,eligible
3211,ambiguous,ambiguous,"The New Day has won tag team titles multiple times (2015[passage text redacted]2016 renamed[passage text redacted], 2017/2018[passage text redacted]), so without specifying which title, the question has multiple valid answer years.","The New Day won tag team titles on many occasions (2015[passage text redacted]2017 SmackDown titles, 2018, 2022 NXT, etc.), and the question specifies neither which title nor which reign, so a single year like 2016 is not determined.",when did the new day win the tag team titles,"[""2016""]",ineligible,ambiguous
3224,eligible,eligible,"The passages confirm that Title XIX of[passage text redacted](added via the 1965 amendments) established Medicaid, matching the recorded gold answer.","Title XIX of the 1965[passage text redacted]indeed created Medicaid, and the passages confirm that the 1965 amendments established[passage text redacted], so the gold is correct and supported (Medicare being Title XVIII).",the xix of the social security act of 1965 established,"[""Medicaid""]",eligible,eligible
3239,wrong_gold,wrong_gold,"The passages point to self-government traditions beginning much earlier (e.g.,[passage text redacted]in 1619, or the 1630s[passage text redacted]), not in 1783, which is instead the year the peace treaty establishing US borders was signed.","The question asks when self-government began in America, and the passages point to[passage text redacted] such as the 1619[passage text redacted](or 1630s New England town meetings), not 1783, which is merely the year of the peace treaty setting the new nation's borders.",when did the tradition of self government began in america,"[""1783""]",ineligible,wrong_gold
3258,ambiguous,ambiguous,"The question is vague about which male figure is meant, and many men (Jonathan Cheban, Scott Disick, Kanye West, Lamar Odom, etc.)[passage text redacted]so 'the guy' does not uniquely identify Jonathan Cheban without further context.","The question asks about ""the guy"" on the show without specifying which male cast member, and the show features many men (Scott Disick, Rob Kardashian, Kanye West, Lamar Odom, Corey Gamble, Jonathan Cheban, etc.), so no single answer is determined.",who is the guy on keeping up with the kardashians,"[""Jonathan Cheban""]",ineligible,ambiguous
3260,eligible,eligible,"The passage directly states that[passage text redacted]Jean Fernel, matching the recorded gold answer.","The passages explicitly credit[passage text redacted]with introducing[passage text redacted], matching the recorded gold answer.",who used the word physiology for the first time,"[""Jean Fernel""]",eligible,eligible
3271,eligible,eligible,"The passages confirm the film won Academy Awards[passage text redacted]Best Visual Effects, and it is well-documented (though not explicitly in this excerpt) that it also won Best Makeup, matching the three recorded gold answers without contradiction.","The question asks which Oscars the 2008 film won, and the passages confirm wins for Art Direction and Visual Effects (with Makeup being the third well-known win), matching the gold list.",what awards did the curious case of benjamin button win,"[""Best Makeup"", ""Best Visual Effects"", ""Best Art Direction""]",eligible,eligible
3276,eligible,eligible,"The passages confirm that as of 2013 legislation[passage text redacted]receive lifetime[passage text redacted], matching the gold answer.",The passages confirm that 2013 legislation restored lifetime[passage text redacted]for[passage text redacted]matching the recorded gold answers.,how long do former presidents get secret service protection,"[""lifetime protection"", ""lifetime""]",eligible,eligible
3282,eligible,eligible,The passages clearly confirm the summit was held[passage text redacted][passage text redacted]matching the recorded gold answers.,"The question contains a typo ('r10+20' for Rio+20) but clearly refers to the Rio+20[passage text redacted], and the passages confirm the gold dates of 13 to 22 June 2012.",when was the r10+20 summit in rio de janeiro held,"[""June 2012"", ""13 to 22 June 2012""]",eligible,eligible
3292,eligible,ambiguous,"The passages confirm multiple dynasties (Qin initiated, Ming gave present form, Qing not mentioned but generally credited historically) contributed to completing the Great Wall, matching the multiple accepted gold answers reflecting genuine historical ambiguity resolved by allowing several correct d","The question about which dynasty ""completed"" the Great Wall underdetermines whether it means the first unification of walls (Qin), the final surviving form (Ming), or later repairs, and the gold list itself mixes three mutually inconsistent dynasties including Qing, so no single answer is determined",what dynasty completed the great wall of china,"[""Qin"", ""Ming dynasty"", ""Qing""]",eligible,eligible
3301,eligible,eligible,The eight-item gold list (which includes both 'fear' and 'fear of the Lord' as separate acceptable phrasings) correctly matches the seven traditional gifts—[passage text redacted][passage text redacted]—as directly supported by the passages.,"The passages explicitly enumerate the traditional seven gifts ([passage text redacted], fear of the Lord), matching the gold list whose extra entry is just a shortened variant of ""fear of the Lord"".",list the seven gifts of the holy spirit,"[""fortitude"", ""wisdom"", ""fear"", ""piety"", ""understanding"", ""fear of the Lord"", ""knowledge"", ""counsel""]",eligible,eligible
3310,eligible,wrong_gold,"The physical layer (layer 1) is confirmed by the passages as handling the physical/electrical connections, which corresponds to physical addressing at the hardware level, matching the gold answer.","Physical addressing (MAC addresses) is handled by[passage text redacted](layer 2), not the physical layer, so the recorded gold is factually incorrect.",which layer of the osi model handles physical addressing,"[""physical layer or layer 1""]",eligible,eligible
