qid,arm,input_tokens,output_tokens,cache_creation_input_tokens,cache_read_input_tokens,turns,hit_turn_cap,stop_reason,error,wall_clock_s,started_at,answer,any_file_hit,all_files_hit,symbol_hit,matched_files,judge_correct,judge_reason,cost_total_billed,cost_agent_billed,cost_judge_billed,cost_uncached_list,in_stuffed_prefix,difficulty,scaling_subset,size_point,corpus,corpus_tokens,corpus_files
agentic_hil_q03,indexed,16486,964,0,0,2,False,end_turn,,13.467,2026-09-15T19:59:52Z,"The broker is implemented in **`src/agentic_hil/canbroker.py`**, specifically the `CanBroker` class (defined around line 519).

Key details:
- The module docstring (`src/agentic_hil/canbroker.py:1-34`) states: *""One process owns one physical CAN bus; named participants share it.""* It explains that a `can_buses` entry with a `shares:` mapping is opened by a single broker process, which takes the machine-wide `BenchMutex` lock for the physical device (`can:<adapter>:<channel>`) and holds it for its whole life, while multiple named participants attach to it via logical per-participant locks (`<bus-key>#<name>`).
- The `CanBroker` class docstring (line ~519) summarizes it as *""One process, one physical bus, many named participants.""* It owns the bus lock and adapter, and all frame traffic passes through it, giving a complete whole-bus frame log.
- The CLI entry point is `main()` at the bottom of the file (`canbroker.py:1602`), exposed as the `agentic-hil-can-broker` script, which loads the config, takes the bus lock (`broker.take_bus()`), opens the adapter (`broker.open_bus()`), publishes its descriptor (`broker.publish()`), and serves attaching participants (`broker.serve()`).
- Configuration for participant ""shares"" of a bus is modeled by `CanShareConfig` and the `shares` field on `CanBusConfig` in `src/agentic_hil/types.py` (around lines 429–486), where the docstring notes: *""A share is what a run attaches to; the `can_buses` entry above it is what the broker owns.""*

So, to answer directly: the CAN-bus-sharing broker lives in `src/agentic_hil/canbroker.py` (`CanBroker` class and its `main()` CLI), with the shared-bus configuration types (`CanBusConfig.shares`, `CanShareConfig`) defined in `src/agentic_hil/types.py`.",True,True,True,src/agentic_hil/canbroker.py,True,"The answer names the correct file (src/agentic_hil/canbroker.py) and the primary symbol CanBroker, with accurate supporting detail; omitting BrokerDescriptor is minor since the main location is identified.",0.051347,0.042612,0.008735,0.042612,,locate,true,S,agentic_hil,1139248,49
agentic_hil_q32,agentic,7970,551,0,0,3,False,end_turn,,7.748,2026-09-15T20:00:09Z,"`read_elf_symbol` (in `src/agentic_hil/elfsymbols.py`) returns `{""ok"": False, ""reason"": ""no_size""}` when the symbol table contains a defined entry for the name but its `st_size` field is 0 (e.g. a bare assembler label with no `.size` directive). It returns `{""ok"": False, ""reason"": ""not_found""}` when no defined entry for that name exists in the symbol table at all.

This distinction is implemented in `_read_symbol`: it tracks a `defined` flag that is set whenever a matching, non-`SHN_UNDEF` symbol entry is found, but only adds `(value, size)` to the `found` set if `entry[""size""] > 0`. If `found` ends up empty, it reports `""no_size""` if `defined` is `True` (name exists but zero size) or `""not_found""` if `defined` is `False` (name never appears as a defined symbol).

The docstring explains the rationale: a zero-size entry is deliberately not treated as a successful zero-byte read, and the two ""silence"" cases are separated because the fix differs — add the symbol (`not_found`) versus add the `.size` directive (`no_size`).",True,True,True,src/agentic_hil/elfsymbols.py,True,"Answer names the correct file and both symbols, and accurately describes the no_size vs not_found distinction via the defined flag in _read_symbol.",0.02829,0.02145,0.00684,0.02145,,trace,true,S,agentic_hil,1139248,49
agentic_hil_q32,indexed,7029,626,0,0,2,False,end_turn,,7.268,2026-09-15T20:00:19Z,"## `read_elf_symbol` behavior for zero-size vs. absent symbols

Both cases return `{""ok"": False, ...}`, but with different `reason` values, distinguished by an internal `defined` flag in `_read_symbol` (`src/agentic_hil/elfsymbols.py`):

- **Name present in the symbol table but with `st_size == 0`** (a bare assembler label with no `.size` directive): reported as `{""ok"": False, ""reason"": ""no_size""}`.
- **Name not present in the symbol table at all** (no matching defined entry): reported as `{""ok"": False, ""reason"": ""not_found""}`.

The code walks each `SHT_SYMTAB` section's entries; for every entry matching the symbol name (excluding `SHN_UNDEF`), it sets `defined = True`, and only adds `(value, size)` to the `found` set if `entry[""size""] > 0`. After the loop, if `found` is empty, it picks `""no_size""` when `defined` is `True` and `""not_found""` when `defined` is `False`.

As the docstring/comment in `elfsymbols.py` explains:
> `defined` separates the two silences: a name the table does not carry at all is `not_found`, and a name it carries without a size is `no_size`. The caller reports which, because the fix differs: add the symbol, or add the `.size` directive behind it.

So `read_elf_symbol` never treats a zero-size symbol as `ok: True` with `size_bytes: 0` — that would look like a successful zero-byte read. Instead it's explicitly flagged `no_size`, distinct from a truly missing symbol (`not_found`), so callers/users know whether to add the symbol or add a `.size` directive.",True,True,True,src/agentic_hil/elfsymbols.py,True,"The answer names the expected file and both symbols, correctly distinguishing the 'no_size' result for zero-size entries from 'not_found' for absent names via the defined flag.",0.028283,0.020318,0.007965,0.020318,,trace,true,S,agentic_hil,1139248,49
agentic_hil_q13,agentic,9171,787,0,0,3,False,end_turn,,8.977,2026-09-15T20:00:29Z,"## Answer

`spawn_command` (in `src/agentic_hil/backends/common.py`) returns a `CompletedCommand` dataclass in both cases, but the two failure modes set different fields:

- **Executable not there** (`FileNotFoundError`, i.e. `ENOENT`): returns `CompletedCommand(stdout="""", stderr="""", returncode=None, timed_out=False, not_found=True)` — only `not_found` is `True`; `not_executable_reason` stays `None`.

- **Executable is present but the host refuses to run it** (an `OSError` with `errno` in `EXEC_REFUSED_ERRNOS = {EACCES, EPERM, ENOEXEC}`): returns `CompletedCommand(..., not_found=False, not_executable_reason=<PERMISSION_DENIED_REASON or NOT_AN_EXECUTABLE_IMAGE_REASON>, spawn_error=str(error))`. Here `not_found` is `False`, and the `not_executable` property (defined as `not_executable_reason is not None`) becomes `True`. The specific reason distinguishes a permissions problem (`EACCES`/`EPERM` → `""permission_denied""`) from a bad binary format (`ENOEXEC` → `""not_an_executable_image""`).

Any other `OSError` errno is re-raised rather than turned into a `CompletedCommand`, since it says nothing about the configured file itself.

So the distinguishing mechanism is the `not_found` flag vs. the `not_executable_reason`/`not_executable` property on `CompletedCommand`, and downstream, `not_executable_refusal()` in the same file produces the human-facing refusal for the ""present but won't run"" case, distinct from each backend's `*_NOT_FOUND` refusal for the ""missing"" case.",True,True,True,src/agentic_hil/backends/common.py,True,"Names the right file and identifies spawn_command returning CompletedCommand with not_found vs not_executable_reason, plus not_executable_refusal, matching expected symbols.",0.035787,0.026212,0.009575,0.026212,,trace,false,S,agentic_hil,1139248,49
agentic_hil_q07,indexed,6045,506,0,0,2,False,end_turn,,7.333,2026-09-15T20:00:41Z,"The pytest plugin lives in **`src/agentic_hil/pytest_plugin.py`**.

Specifically:
- The `agentic_hil` fixture (function-scoped, at pytest_plugin.py:143 area) yields an `AgenticHILToolService` for use in tests, with cleanup logic for debug/COM/CAN sessions afterward.
- It depends on `_agentic_hil_service` (session-scoped, pytest_plugin.py:131) which constructs the `AgenticHILToolService` once per session.
- That in turn depends on `agentic_hil_config` (session-scoped, pytest_plugin.py:88), which loads/validates the authoritative `AgenticHILConfig` via `agentic_hil.config.load_authoritative_config`.
- `pytest_addoption` (pytest_plugin.py:40) registers the `--agentic-hil-config` CLI option and `agentic_hil_config` ini option for configuring/discovering the config used by the session.

This plugin is registered as the installed package's pytest plugin entry point, as referenced in `src/agentic_hil/skills/agentic-hil/SKILL.md`: ""For automated regression runs the installed package registers a pytest plugin: the `agentic_hil` fixture drives the same tools through `agentic_hil.call(name, arguments)`.""",True,True,True,src/agentic_hil/pytest_plugin.py,True,"The answer names the expected file src/agentic_hil/pytest_plugin.py and all three expected symbols (agentic_hil, agentic_hil_config, pytest_addoption) with accurate behavioral detail.",0.02482,0.01715,0.00767,0.01715,,locate,false,S,agentic_hil,1139248,49
agentic_hil_q04,agentic,7915,329,0,0,2,False,end_turn,,4.619,2026-09-15T20:00:51Z,"The module `src/agentic_hil/mcp.py` handles this — specifically `handle_mcp_message` (and `handle_single_mcp_message`) parse an incoming MCP JSON-RPC message and dispatch it to an `AgenticHILToolService` instance. This is invoked from `src/agentic_hil/stdio.py`, where `handle_mcp_message(message, tools)` is called with a `tools = AgenticHILToolService(config, frontend=""mcp"")` instance.",True,True,True,src/agentic_hil/mcp.py,True,"The answer names the expected module src/agentic_hil/mcp.py and its handle_mcp_message dispatch to the tool service, with accurate extra detail about the stdio caller.",0.02504,0.01912,0.00592,0.01912,,locate,false,S,agentic_hil,1139248,49
agentic_hil_q13,indexed,7196,775,0,0,2,False,end_turn,,9.614,2026-09-15T20:00:58Z,"In `src/agentic_hil/backends/common.py`, `spawn_command` returns a `CompletedCommand` dataclass, and the two failure modes are distinguished by different fields on that object, set in different `except` branches:

- **Executable not there at all** — caught via `except FileNotFoundError:` — returns `CompletedCommand(stdout="""", stderr="""", returncode=None, timed_out=False, not_found=True)`. Here `not_found=True` and `not_executable_reason` is left at its default `None`.

- **Executable exists but cannot run** — caught via `except OSError as error:` (checked *after* `FileNotFoundError`, since ENOENT is itself an `OSError`), but only when `error.errno` is one of `EXEC_REFUSED_ERRNOS`. This returns `CompletedCommand(stdout="""", stderr="""", returncode=None, timed_out=False, not_found=False, not_executable_reason=..., spawn_error=str(error))`, where `not_executable_reason` is set to `NOT_AN_EXECUTABLE_IMAGE_REASON` (for `errno.ENOEXEC`) or `PERMISSION_DENIED_REASON` otherwise, and `spawn_error` records the underlying OS error text. `not_found` stays `False`.

`CompletedCommand` also exposes a `not_executable` property (`self.not_executable_reason is not None`), so callers distinguish the two cases by checking `completed.not_found` (missing executable) versus `completed.not_executable` (present but unrunnable), as seen for example in `src/agentic_hil/backends/pyocd.py`'s `_enumerate_probes`, which checks `completed.not_found` before `completed.not_executable` and routes to different error results (`PYOCD_NOT_FOUND` vs. `not_executable_refusal(...)`).

Any other `OSError` whose errno is not in `EXEC_REFUSED_ERRNOS` is simply re-raised rather than converted into a `CompletedCommand`.",True,True,True,src/agentic_hil/backends/common.py,True,"The answer names the right file, spawn_command returning CompletedCommand, and distinguishes not_found (FileNotFoundError) from not_executable_reason/not_executable_refusal for unrunnable executables, matching expectations.",0.032837,0.022142,0.010695,0.022142,,trace,false,S,agentic_hil,1139248,49
agentic_hil_q10,agentic,20515,594,0,0,3,False,end_turn,,7.714,2026-09-15T20:01:11Z,"When both `image_path` and `artifact_id` are present in the payload, `AgenticHILToolService.flash_firmware` rejects the call.

Specifically, in `src/agentic_hil/tools.py` (lines 280–283):

```python
image_path = payload.get(""image_path"")
artifact_id = payload.get(""artifact_id"")
if bool(image_path) == bool(artifact_id):
    return tool_error(""flash_firmware"", ""invalid_argument"", ""Provide exactly one of image_path or artifact_id."")
```

Since `bool(image_path) == bool(artifact_id)` is true both when both are absent and when both are present, supplying both fields causes it to short-circuit with an `invalid_argument` error (""Provide exactly one of image_path or artifact_id."") before any permission checks beyond `allow_flash`, artifact validation, staging, or the actual backend `flash_firmware` call occur. This matches the contract schema in `src/agentic_hil/contracts.py` (the `flash_firmware` tool definition uses `one_of=[{""required"": [""image_path""]}, {""required"": [""artifact_id""]}]`), enforcing mutual exclusivity of the two fields.",True,True,True,src/agentic_hil/tools.py,True,"The answer correctly identifies flash_firmware in src/agentic_hil/tools.py returning tool_error with invalid_argument when both fields are supplied, matching expected files and symbols.",0.054145,0.04697,0.007175,0.04697,,trace,false,S,agentic_hil,1139248,49
agentic_hil_q40,indexed,131888,2461,0,0,5,False,end_turn,,36.635,2026-09-15T20:01:22Z,"## Summary

Running `agentic-hil init` writes the probe's serial number into `debuggers.dut.probe_id` (and often into `com_ports.dut_uart.serial_number`) through this chain:

**1. `init` reads the attached hardware.**
`cli.py`'s `init_project`/`_init_bench_read` calls into the same discovery path `project_config_create` uses, which ultimately calls `discover_attached_hardware` in `src/agentic_hil/bootstrap.py:528`.

**2. Discovery enumerates probes with one of two backends, decided by what's installed.**
- If STM32CubeProgrammer's CLI is present, `STM32_Programmer_CLI -l st-link-only` lists probes and the serial is read directly off the probe (`src/agentic_hil/backends/stlink.py:290`, `list_probes`).
- Otherwise (the common Linux/OpenOCD case), the serial is read out of the host's USB serial inventory: `usb_stlink_probe_ids` in `src/agentic_hil/comports.py:160` filters ports by ST's vendor id (`0x0483`) and the known ST-Link product ids (`STLINK_USB_PRODUCT_IDS`, `comports.py:112`) and takes the `serial_number` the probe published in its USB descriptor — the same string OpenOCD's `adapter serial` takes.

**3. Exactly one visible probe is bound.**
Inside `discover_attached_hardware` (`bootstrap.py:604-679`), if the enumeration finds exactly one probe id, that serial is selected (`selected`) and becomes `probe_id` from that point on (`bootstrap.py:688`, comment: ""The enumerated spelling from here on... is what ends up in the configuration""). If it came from the non-authoritative USB inventory rather than an explicit `--probe-id`, a caveat (`probe_inventory: incomplete`, `discovered_by`, `probe_inventory_note`) is attached via `probe_inventory_caveat` (`bootstrap.py:116`).

**4. The discovery result is used to fill the configuration template.**
`apply_discovery_to_template` (`bootstrap.py:908`) builds `template[""debuggers""][""dut""]` and sets `""probe_id"": discovery[""probe_id""]` (`bootstrap.py:915`), along with the backend type/executable and any inventory caveat fields. If the matching serial port was correlated for the UART, the same serial is also written as `com_ports.dut_uart.serial_number` (`bootstrap.py:1014-1043`).

**5. The filled template is written to disk.**
In `cli.py` (`init_project`, around `cli.py:2803-2838`), once `overall_success(discovery)` is true, `apply_discovery_to_template` is called and the resulting document (including `workspace_root`, `state_root`, and the filled `debuggers`/`com_ports`) is dumped with `yaml.safe_dump` and written to the project's `config.yaml` (`PROJECT_CONFIG_FILENAME`, `src/agentic_hil/config.py:610`).

So, on a machine with a single ST-Link attached, `init`'s hardware discovery reads the probe's serial (via STM32CubeProgrammer or the USB serial inventory), binds it as the sole visible probe, and `apply_discovery_to_template` writes that exact serial into `debuggers.<name>.probe_id` of the generated `config.yaml`.",True,False,True,src/agentic_hil/bootstrap.py;src/agentic_hil/backends/stlink.py,True,The answer traces the correct primary chain: init's hardware discovery (discover_attached_hardware) enumerates the ST-Link serial and apply_discovery_to_template writes it as debuggers.dut.probe_id in config.yaml.,0.311621,0.288386,0.023235,0.288386,,multi_hop,false,S,agentic_hil,1139248,49
agentic_hil_q24,agentic,124218,2135,0,0,7,False,end_turn,,28.742,2026-09-15T20:02:06Z,"I have enough detail now to answer comprehensively.

## How a config edit gets picked up

There is no automatic file-watching. The server ""parses its configuration once, at startup, and does not reload it while it runs"" (`src/agentic_hil/configreload.py` module docstring; also stated in `src/agentic_hil/mcp.py:58`). Picking up an edit requires an explicit call:

- **MCP tool**: `project_config_reload_description` (constant `PROJECT_CONFIG_RELOAD` in `src/agentic_hil/configreload.py`), dispatched from `ToolServer.reload_description()` in `src/agentic_hil/tools.py:894`.
- **CLI preview**: `agentic-hil config-reload` (`config_reload()` in `src/agentic_hil/cli.py:4726`), which runs the same `reload_description()` logic read-only to show what a live reload would take.

What happens on a reload (`reload_description()` in `src/agentic_hil/configreload.py:291`):
1. Re-loads the file via `load_authoritative_config` (same path/validation rules as startup).
2. Checks the resolved authoritative path still matches the currently loaded one (refuses if the project's config moved — `_relocated_refusal`).
3. Builds a brand-new config object with `merged_description()` (`configreload.py:221`), which takes only four sections from disk — `target`, `debuggers`, `com_ports`, `can_buses` (`RELOADED_SECTIONS`) — while carrying over every other section (notably `permissions`, `version`, `workspace_root`, `state_root`, `debug`, `artifacts`, `validation`, `recovery`) from the config that was loaded at startup. Permissions are never re-read, even for devices whose description changed.
4. Re-validates the composed object (`revalidate_permission_dependent_pinning`), refusing if the new pairing of disk description + startup permissions fails validation (`_uncomposable_refusal`).
5. On success, `ToolServer.reload_description()` swaps the whole config object atomically via `self._swap_config(reloaded)` (`tools.py:918`, `_swap_config` at `tools.py:943`), under the same `_lifecycle_lock` serialization as every other dispatched call, so no call is mid-read of `self.config` while it changes.

## What refuses the reload while a run is open

Before doing any of the above, `reload_description()` checks two guards up front (`configreload.py:313-316`):

- **`open_holds`** — computed by `ToolServer.open_hardware_holds()` (`tools.py:1133`), which reports non-`None` if there's an active run (`self.coordinator.run_status()` showing `run_active`) or any open lease (`self.coordinator.leases`) — i.e., a declared run, an open COM/CAN session, or a debug session holding hardware. If present, the reload is refused via `_open_run_refusal()` (`configreload.py:412`) with `error_type` = `config_reload_in_open_run` (`RELOAD_IN_OPEN_RUN_ERROR`, `configreload.py:108`).
- **`quarantine`** — from `ToolServer._unresolved_incident()` (`tools.py:921`), which returns non-`None` if `self.coordinator.incident_stands`. If present, refused via `_quarantine_refusal()` (`configreload.py:431`) with `error_type` = `resource_quarantined`.

Both refusals leave the config completely untouched (`NOT_STARTED` sentinel, `retry_safe: True`) — the rationale, per the module docstring and `_open_run_refusal`'s summary, is that a held device name must keep meaning the same physical board for as long as it's held; repointing the description underneath an open run/lease could silently repoint a name at a different board mid-run.",True,False,True,src/agentic_hil/configreload.py,True,"Answer correctly identifies configreload.py's reload_description as the explicit reload path and _open_run_refusal (config_reload_in_open_run) as the open-run guard, with accurate detail.",0.284106,0.269786,0.01432,0.269786,,multi_hop,false,S,agentic_hil,1139248,49
agentic_hil_q23,indexed,41408,2202,0,0,3,False,end_turn,,28.464,2026-09-15T20:02:38Z,"## How a plan run becomes PR evidence

**1. The run produces a report.** Running a plan (`agentic-hil test-reactor`) executes the plan's steps against the bench and writes a run report — the raw JSON document with everything the reactor recorded (device identities, lock keys, captured stream output, etc.).

**2. `write_run_evidence` turns that report into a bundle.** This is the mapping function in `src/agentic_hil/runevidence.py`. It:
- Reads the report and immediately redacts it (`redact_sensitive`) before anything else touches it.
- Builds a `run-summary.json` (`run_summary`) — a JSON document assembled field-by-field from an explicit allow-list (bench devices, tools, firmware/CI info via `_firmware`, etc.), never by passing the report through wholesale.
- Builds a `job-summary.md` (`job_summary`) — the Markdown a human reviewer actually reads, generated from the *same* summary data as the JSON so the two can't disagree.
- Copies event logs byte-for-byte into a `logs/` directory (`collect_logs`), since those are the hash-chained originals rather than derived text.

**3. The job summary reaches the PR page.** `_append_step_summary` appends `job-summary.md` to the file named by `GITHUB_STEP_SUMMARY` (set by the GitHub Actions runner), which is what renders on the job's page that a PR reviewer opens — in addition to always being written under `--out` as an artifact, so GitLab jobs and shell operators get the same bundle (`src/agentic_hil/runevidence.py:786-829`). `agentic-hil run-evidence` in `src/agentic_hil/cli.py` is the thin CLI entry point that calls `write_run_evidence`.

## What stops secrets from riding along

Several independent layers, documented in the module docstring of `src/agentic_hil/runevidence.py`:

1. **Allow-list construction, not pass-through.** `run_summary`/`job_summary` copy only a short list of named fields out of the report (`DEVICE_GROUPS`, `IDENTITY_FIELDS`, `LOCK_KEY_FIELDS`, etc.). A field not on that list simply never reaches the output, regardless of what it contains.

2. **Key-name redaction (`redact_sensitive` in `src/agentic_hil/redact.py`).** Applied to the report *first*, before any mapping happens. `_redact_member` checks each dict key against `_SENSITIVE_KEY_PATTERN` (`token`, `password`, `api_key`, etc.) and replaces the value with a placeholder (`_REDACTION_MARKER`).

3. **Content-scanning of free text (`redact_stream_text`).** Captured process streams, and — uniquely for this sink — *every string that reaches the summary/job-summary documents* (via the `text()` helper in `job_summary`), are passed through `redact_stream_text`, which runs `_mask_url_userinfo` (masks `scheme://user:secret@…` credentials) and a set of `_CONTENT_PATTERNS` for credential-shaped spans. This is deliberately stricter than the normal operator-facing redaction, which avoids scanning prose to not eat diagnostic text — but a PR-visible summary is a public sink, so prose gets scanned too.

4. **An identity sweep on top of both.** `excluded_values` collects things that are identities by construction (device paths, probe serials, lock keys, absolute paths outside the workspace — matched via the `ABSOLUTE_PATH` regex) and every string written into either document is swept (`_scrub`) and replaced with `WITHHELD` where found. This catches things that are neither secret-named nor credential-shaped, like a probe's serial number or an absolute filesystem path.

5. **Fail-closed redaction.** If `redact_sensitive` doesn't hand back a well-formed document, `write_run_evidence` doesn't fall back to publishing the raw report — it writes a `_redaction_refusal` bundle instead: a fixed `REDACTION_UNAVAILABLE_SUMMARY` sentence and no report fields at all, with `outcome` deliberately omitted so nothing can be mistaken for a run that ""just failed.""

6. **Logs are the one narrow exception, scoped deliberately.** Event logs are copied byte-for-byte rather than redacted, because they must match a hash-chained copy under `state_root` to be trustworthy — so any secret a backend printed into its own log stays there. That's why logs are handled as separate artifacts from the two world-readable summaries, which are the documents actually meant for anonymous/PR-level reading.

7. **Same redaction path everywhere.** The docstring notes `print_json`/`emit_result` also redact via `redact_sensitive`, so the evidence-writing path isn't a separate, weaker mechanism — it's a third sink using the same core redaction function as the rest of the CLI.",True,True,True,src/agentic_hil/runevidence.py;src/agentic_hil/redact.py,True,"The answer identifies runevidence.py's write_run_evidence and job_summary plus redact.py's redact_sensitive, matching the expected files and symbols with accurate detail about the evidence and redaction flow.",0.118661,0.104836,0.013825,0.104836,,multi_hop,false,S,agentic_hil,1139248,49
